email,timestamp,emotion,confidence,model_type,session_id
bob,2025-04-26 11:22:45,happy,0.39553532004356384,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:45,happy,0.3931622803211212,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:45,happy,0.3931622803211212,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:45,happy,0.3943774104118347,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.39957568049430847,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.4006064534187317,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.4050271213054657,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3986848294734955,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3986848294734955,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3982245922088623,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.4040898084640503,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3958026170730591,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3992908000946045,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.3992908000946045,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.40116843581199646,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.4051978290081024,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.40270277857780457,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:46,happy,0.4006613790988922,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4006613790988922,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.40018796920776367,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.40494605898857117,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4067518711090088,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4046323895454407,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.3981893062591553,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.3981893062591553,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4046632945537567,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4056902527809143,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4002193212509155,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
bob,2025-04-26 11:22:47,happy,0.4024910032749176,doctor-patient,66f40c9b-ed42-4bea-bfc8-0923bf04e885
