email,timestamp,emotion,confidence,model_type,session_id
Ravi,2025-04-26 14:51:46,neutral,0.9261913895606995,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8311970829963684,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8311970829963684,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8968684673309326,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8968684673309326,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.9390109181404114,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.855528712272644,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.9136917591094971,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8574564456939697,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8571154475212097,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8853381276130676,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:47,neutral,0.8853381276130676,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.8968327641487122,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.8968327641487122,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.7837305665016174,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.7837305665016174,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.8796020150184631,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.9315237402915955,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.9315237402915955,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.8678073287010193,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.9110814929008484,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.8488587141036987,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:48,neutral,0.7468322515487671,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.8778154850006104,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.8382424116134644,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.9022026658058167,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.9022026658058167,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.9064182639122009,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.9136385321617126,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.36573293805122375,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,happy,0.7108649611473083,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,happy,0.530214786529541,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,happy,0.6492915749549866,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,happy,0.7244275808334351,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:49,neutral,0.325867235660553,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.5062862634658813,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.48016732931137085,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.48016732931137085,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,neutral,0.43921273946762085,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.7089000344276428,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,angry,0.5047125220298767,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.563439130783081,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,neutral,0.5151102542877197,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.5314949154853821,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,happy,0.4577227830886841,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:50,neutral,0.7016531229019165,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,happy,0.46265649795532227,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,happy,0.7011770606040955,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.7174330353736877,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.7205796837806702,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.8086563348770142,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.8690633773803711,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.7776182293891907,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.6639000773429871,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.6639000773429871,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.5980590581893921,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:51,neutral,0.6962085962295532,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6974003911018372,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6399511694908142,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6950525045394897,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.8061209321022034,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6840395927429199,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.7672973275184631,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6617056727409363,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6617056727409363,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.6415238380432129,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.8060104846954346,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:52,neutral,0.8060104846954346,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.7706959247589111,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.6927968263626099,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,angry,0.5390501022338867,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.6687010526657104,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.7310435175895691,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.7310435175895691,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.7258466482162476,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.7258466482162476,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,angry,0.6674606800079346,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,angry,0.6674606800079346,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.6483778953552246,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:53,neutral,0.5795397758483887,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.7277550101280212,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.8976207971572876,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.7954385280609131,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.7777923345565796,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.8502938151359558,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.844474196434021,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.803007960319519,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.803007960319519,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.7549967765808105,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.6065025329589844,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:54,neutral,0.558727502822876,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,neutral,0.558727502822876,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.7631376385688782,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.7491840124130249,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.6978248357772827,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,neutral,0.6668179035186768,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.6823220252990723,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,happy,0.43752747774124146,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.7084167003631592,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.6564158201217651,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,neutral,0.44459834694862366,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,angry,0.6334864497184753,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:55,neutral,0.6704379320144653,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:56,neutral,0.5593660473823547,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
Ravi,2025-04-26 14:51:56,angry,0.5046955347061157,doctor-patient,d12fa3d1-6344-49c4-89bc-aa0eb1e69fa5
